ECTRL ID,Surplus Weight
27849502,381.4671361680751
27851139,356.2935620206574
27852222,358.90024491174444
27857275,783.5842381563122
27876306,381.67307732981243
27885558,1227.863069052912
27887117,494.5918110945953
27903983,381.5494992949335
27905735,352.9027824759746
27906943,358.0997212324668
27905906,726.7319475318949
27906100,699.7113068256963
27906839,1054.0240761579553
27909309,265.79774529581755
27910273,461.4057600611674
27912175,629.2078024591881
27912562,282.4002068909948
27912928,221.80217585941335
27913307,104.07302669555357
27913454,162.8824664057568
27913287,170.9285602477147
27913405,217.4406660947156
27913995,80.25961183106661
27913736,472.98400202975347
27914296,17.080399646664905
27914069,127.97573130821078
27914126,97.95462256158626
27914177,266.9705054344595
27914368,180.339618431964
27914687,95.66745482878645
27913994,111.54409041072739
27914326,424.9280328144192
27914386,876.7362388038746
27914472,112.39990514209586
27913942,4060.822798412401
27914668,227.13719669081303
27914825,44.59170910766102
27914606,220.38153091340692
27914908,86.16210326779398
27915401,172.1978292236905
27914593,43.61700065954815
27914990,132.92465897274965
27915436,192.67989208394525
27915163,565.083234079222
27915499,86.14257999004909
27914584,133.76728238812566
27915462,83.43149474680949
27915455,193.69018734580976
27914099,54.334209037915215
27915618,477.92734461396805
27933150,318.05166335238056
27932477,381.30246324840357
27932952,767.19523576541
27933747,742.196424154906
27934255,352.3721544161144
27935536,359.7346879517694
27939204,1228.7118094246025
28012068,999.2481973482237
28012597,1148.079504853909
28012799,603.5060503944457
28012755,1438.4835554504064
28012957,743.5530623122262
28012980,623.259222628017
28018808,683.1386469833209
28020629,906.697501725087
28020707,784.7476411522722
28020678,221.9012540353198
28021875,59.17400489862024
28022391,267.1606618127595
28021529,302.9753880624597
28022648,65.68352102311339
28022505,314.1570149577868
28022540,156.95177881591408
28023313,685.1636541309463
28023416,86.14257999004909
28022402,43.59102856912183
28023508,277.0095564631983
28023512,24.75403041602846
28023180,87.81349340313969
28022963,155.84564975132844
28023446,729.8029462241498
28023224,97.08012825166192
28022905,110.35255005321343
28023321,146.56262670936542
28023561,222.2050940447859
28023307,43.78619685060797
28023496,313.24480935967847
28048046,571.829672359925
28050979,623.6297841771088
28042262,266.3157005656956
28048839,921.9505458473396
28048958,58.73773837516743
28049786,472.93808693213714
28049414,1065.2771559351108
28049916,208.82848729620557
28049667,381.3436248127587
28050094,330.489190720656
28050229,684.3339996565833
28049584,94.24996386801493
28049937,4092.8791716176356
28049911,168.85284611422756
28050206,371.67461425353275
28050243,17.070228986659032
28050201,519.9341803882638
28049935,57.935436232636306
28049499,2416.3878277804297
28049723,666.4359623330503
28050597,95.5393664304637
28050359,57.550923112619756
28050313,392.7701109512474
28050811,433.7550342394759
28050614,220.10444509813905
28050307,199.27960756217954
28050365,923.5791345845307
28050295,1015.1368891203834
28050622,134.42139274866904
28050630,88.53207293158636
28050610,601.3076316714438
28050704,472.79097336100364
28050784,86.14257999004909
28050730,150.21643998546534
28051371,83.53264318158222
28050848,692.456882691301
28050592,220.42306170319188
28050632,566.2369092119723
28051393,1569.0116665984933
28051395,684.3339996565833
28051468,86.14257999004909
28051091,155.9617269250631
28051528,314.2331518935913
28067187,1078.6817976386515
28068011,2615.8981888852654
28067042,1746.800018391424
28068063,1757.805056385412
28068852,304.3047139559524
28070164,1575.4511090944948
28072036,85.73345877534426
28073053,571.7987179063637
28075081,1228.1055064605068
28078560,496.2725794243337
28095251,1894.6587302808264
28095106,4094.3161456443568
28096777,445.5076188313866
28096782,553.1544849464101
28104000,3874.3478603540143
28097433,1054.962755752198
28096653,699.8494624552529
28103580,222.0003764690965
28105474,44.567126967925105
28105280,88.5125476175146
28105179,220.4668582435098
28105927,169.03707330169453
28106162,86.13607321390484
28106063,192.83484462034082
28105636,132.54527389750237
28106285,313.24480935967847
28122818,1747.4898859948087
28123101,383.0350802198274
28123601,760.1015999570002
28124046,780.3346255362998
28123918,2617.45104774101
28127839,170.73403264882953
28128089,164.81181382013145
28124151,1439.0422563347747
28124428,742.6727985154437
28124559,806.3437460019885
28124916,352.56035040408267
28126232,358.5477942562761
28128563,-97.94763433428453
28131091,1663.6651070952275
28133828,372.4409607617252
28135093,690.1627462271874
28135133,171.5070919392211
28203086,381.6593444607796
28203750,1765.5152580547795
28204039,355.3943988380186
28203552,762.0049474239231
28201042,468.4186463733603
28203756,729.3165318394173
28203396,2013.720082019718
28203949,780.675597286687
28206911,685.661929537972
28208050,115.2850949990682
28205955,358.5477942562761
28215178,903.5172341067424
28231858,382.37410927030766
28232066,732.0826491857089
28232550,1772.2072547039604
28232781,355.2793293085488
28232739,987.0811505674088
28231617,1756.4829970825162
28232741,2638.505088344365
28233431,772.4438929661327
28233469,303.5081263756914
28234749,358.9323030550048
28232921,2273.264709294763
28233155,490.74352524846114
28241518,168.77103182590082
28242209,43.61700065954815
28242292,57.56634640001934
28242516,44.57941634338678
28242528,111.77347581945725
28243113,222.38482408370928
28242985,83.20939910809949
28258985,382.3465935799251
28259164,733.7268375698285
28259662,1772.7331886740667
28259720,2658.1505408846956
28259879,1293.1973923007054
28259861,991.4842981857175
28258751,1753.451314275099
28259449,761.3246339597708
28259851,381.5358372123112
28267024,1229.3184117141702
28287263,382.0990414509087
28287027,1754.7499656442553
28287260,2249.349408460942
28287951,1750.3881976186856
28290953,688.9930387199117
28288904,304.12751400671914
28298953,784.922300521001
28288090,742.2696926244946
28288386,1301.0035091338068
28289401,700.3332220110698
28298124,314.6141134424784
28297927,149.0046679506476
28298419,566.5791909942759
28299010,110.35255005321343
28298364,86.13607321390484
28299063,164.71224771838163
28298927,83.53264318158222
28299096,86.14257999004909
28299133,683.3397402737214
28299190,313.8906809276052
28317116,2610.4704342797168
28316326,382.12653932612983
28316082,1752.75909324114
