ECTRL ID,Surplus Weight
27850253,710.03830137195
27855333,95.90927729188819
27856592,285.84930835646776
27877014,2573.7987985569416
27877163,952.6845049095286
27877535,-441.114946204112
27877798,-619.0856484637325
27882291,95.98522816460257
27903784,2843.396937446837
27904576,739.1156323643563
27904771,709.6110690129764
27906098,885.3208814504648
27911375,286.1153429769535
27933392,1249.8377543092868
27933384,456.4285839300677
27939882,285.50383312346463
27939005,340.3601024680263
28010735,602.5831381910458
28011633,392.3077170038838
28011887,346.7829063186107
28012150,867.669600210229
28012271,306.06602604742227
28012186,340.34358177541753
28012977,-424.2911353345357
28019099,285.55695596964637
28039410,601.6186802905694
28041001,1854.2190526377299
28041083,1687.6398543113532
28043289,3663.9254338124806
28066910,810.8549776983383
28067481,813.2784870283713
28067730,-1040.3605537393323
28068105,346.3743994170442
28068199,1689.8391804489434
28068521,-418.5803247251892
28068765,-611.6532373721832
28069286,889.4020428896976
28069438,1230.0350206028832
28070169,1293.6870564510757
28073422,1397.0866386542102
28094953,815.3024239312709
28095278,1041.331362997745
28095144,1024.0640640525326
28095303,1095.7838866405837
28095430,449.8206261471331
28095525,1330.0893180067728
28095476,1245.7729725686208
28096136,282.75715800719274
28096169,-280.607281899391
28101951,285.54367433148605
28121495,267.7186263774455
28122642,813.9307936177083
28122985,3876.359862147347
28123259,675.7102233546964
28123325,2072.015272981068
28124091,1248.4813555497808
28124115,1688.660613814311
28124114,1629.575240136937
28124198,674.0193814916281
28124252,186.51995282867878
28124744,-620.5463712181645
28126417,3670.5777700818817
28203518,816.5105392469687
28203755,736.9937182573447
28203688,1857.634974252219
28203998,520.5024254879119
28206255,3670.407046572554
28209187,95.8782238047345
28231796,868.8606158787478
28232122,-550.8105418224343
28232343,334.7985725969252
28231800,1115.9763392164982
28232776,1689.2105092510164
28232806,1045.0812653261587
28232736,521.2862365487682
28232763,1245.52704746827
28233977,3182.451129323989
28236360,3672.7978984645274
28238964,285.55695596964637
28259410,-1057.9772832596705
28259552,-557.9367077454478
28259589,300.24497393238886
28259973,314.3472251495538
28259894,1310.5492840461013
28260498,-616.1745101786337
28265353,1396.9830053087553
28265636,853.1188154107531
28287802,-1082.831859389486
28288004,2569.7924572234597
28288158,1243.8683223809621
28288138,520.8562586318179
28290420,3665.2890320016595
28293909,852.5715974016805
28397182,1317.5622917840521
28397377,257.09668918411086
28397654,570.2380846009643
28397777,1042.2569158383228
28398038,1688.4249991438116
28397963,519.0642989593865
28398005,1244.9124470917209
28398022,346.4741179422004
28398589,-603.5983849775245
28398639,1136.6759517309363
28404478,285.5171129084381
28425394,870.2880242245346
28425630,814.5700103793952
28425760,770.1033894147773
28425819,-1103.7659558078533
28426397,1688.3464682259253
28426349,520.9321113080277
28426082,570.217567028674
28432202,1545.0092509187052
28452947,1022.0279002886002
28453239,-1111.2273188343197
28453231,816.3101209973115
28453614,-535.8675152474901
28453629,-1328.1653479293184
28453608,-1034.5537405743394
28453641,615.946259659163
28453979,519.341522392965
28454016,1688.0323810788432
28454099,312.30425223547445
28454006,1305.7868992784474
28454000,1244.298149987257
28456184,3666.653137679253
28459389,1396.8793796505822
28459732,851.9826782353642
28461331,172.51118781329924
28481286,2068.7411309692943
28481930,736.9937182573447
28481876,-717.5404846891095
28482259,518.7872235070569
28482317,1685.2082248180568
28482236,953.4506506594518
28482847,3950.086290297895
28483051,-1115.8197434680203
28483503,852.4874411754461
28488001,340.2114450995866
27851658,0.0
27853377,0.0
27853719,0.0
27856384,0.0
27857170,0.0
27859172,0.0
27859564,0.0
27860458,0.0
27860255,0.0
27864965,0.0
27862846,0.0
27862912,0.0
27863297,0.0
27864065,0.0
27864474,0.0
27863753,0.0
27865274,0.0
27865692,0.0
27865200,0.0
27865870,0.0
27865824,0.0
27866261,0.0
27865784,0.0
27866289,0.0
27866758,0.0
27867204,0.0
27867294,0.0
27867066,0.0
27867276,0.0
27867454,0.0
27867323,0.0
27867349,0.0
27867425,0.0
27867743,0.0
27868045,0.0
27867889,0.0
27867679,0.0
27867813,0.0
27868398,0.0
27868056,0.0
27868077,0.0
27868283,0.0
27868434,0.0
27868945,0.0
27868976,0.0
27868529,0.0
27868565,0.0
27868485,0.0
27868428,0.0
27868651,0.0
27868906,0.0
27869074,0.0
27868886,0.0
27868716,0.0
27869018,0.0
27868866,0.0
27868735,0.0
27869176,0.0
27869610,0.0
27869323,0.0
27869549,0.0
27868895,0.0
27869325,0.0
27869631,0.0
27869675,0.0
27869779,0.0
27869865,0.0
27869569,0.0
27869739,0.0
27869558,0.0
27869728,0.0
27869695,0.0
27869806,0.0
27870095,0.0
27870503,0.0
27870539,0.0
27870901,0.0
27870824,0.0
27870900,0.0
27870705,0.0
27870884,0.0
27870988,0.0
27871251,0.0
27870428,0.0
27871088,0.0
27871364,0.0
27871294,0.0
27871208,0.0
27871274,0.0
27871252,0.0
27871407,0.0
27871573,0.0
27871490,0.0
27871868,0.0
27871816,0.0
27871949,0.0
27871209,0.0
27872177,0.0
27871628,0.0
27870766,0.0
27871951,0.0
27872768,0.0
27872871,0.0
27873021,0.0
27873136,0.0
27873012,0.0
27873440,0.0
27873147,0.0
27873213,0.0
27872976,0.0
27873320,0.0
27873376,0.0
27873137,0.0
27873790,0.0
27873874,0.0
27873623,0.0
27873621,0.0
27873618,0.0
27873798,0.0
27873766,0.0
27874125,0.0
27873981,0.0
27873925,0.0
27873918,0.0
27874055,0.0
27874276,0.0
27873946,0.0
27874242,0.0
27874564,0.0
27874685,0.0
27874305,0.0
27874426,0.0
27874805,0.0
27874968,0.0
27874999,0.0
27874865,0.0
27875201,0.0
27875192,0.0
27875191,0.0
27875153,0.0
27875342,0.0
27874998,0.0
27875088,0.0
27875494,0.0
27875428,0.0
27875344,0.0
27875454,0.0
27875551,0.0
27875694,0.0
27875675,0.0
27876181,0.0
27876084,0.0
27851509,0.0
27851445,0.0
27851463,0.0
27851815,0.0
27852084,0.0
27852140,0.0
27852424,0.0
27852598,0.0
27852563,0.0
27852617,0.0
27852802,0.0
27852907,0.0
27852964,0.0
27853481,0.0
27854147,0.0
27854089,0.0
